Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits
2021-08-13,147.36,148.46,135.89,145.47,119231241,0,0.0
2021-08-16,268.33,270.98,261.18,261.56,52221001,0,0.0
2021-08-17,137.27,152.08,132.58,148.9,68560760,0,0.0
2021-08-18,284.86,299.35,271.31,288.68,49603398,0,0.0
2021-08-19,252.46,253.03,250.28,251.83,97620796,0,0.0
2021-08-20,386.31,400.61,371.95,389.85,89984753,0,0.0
2021-08-23,225.27,235.04,220.22,233.03,119880090,0,0.0
2021-08-24,155.12,168.2,141.74,157.27,84198496,0,0.0
2021-08-25,162.9,169.99,153.66,163.15,22834112,0,0.0
2021-08-26,348.45,356.43,335.96,356.24,42006699,0,0.0
2021-08-27,305.47,313.06,290.7,307.62,86908276,0,0.0
2021-08-30,150.34,160.51,145.66,152.23,98199163,0,0.0
2021-08-31,145.23,147.75,130.79,142.79,42534241,0,0.0
2021-09-01,330.29,331.22,324.14,326.9,44361667,0,0.0
2021-09-02,141.83,146.79,135.74,138.27,82068816,0,0.0
2021-09-03,366.56,377.28,361.12,370.77,106615658,0,0.0
2021-09-06,331.87,335.3,323.52,334.45,60949429,0,0.0
2021-09-07,144.4,154.66,141.66,153.74,105693120,0,0.0
2021-09-08,145.45,160.01,136.92,144.81,61016582,0,0.0
2021-09-09,415.99,417.85,407.64,413.03,21355421,0,0.0
2021-09-10,232.28,242.53,220.73,225.34,100449905,0,0.0
2021-09-13,231.19,238.12,218.6,238.03,35805820,0,0.0
2021-09-14,363.84,376.93,356.95,376.55,77198050,0,0.0
2021-09-15,404.17,407.24,399.29,404.45,112615367,0,0.0
2021-09-16,415.8,426.34,411.54,423.45,22433980,0,0.0
2021-09-17,346.01,358.66,342.69,354.11,33301847,0,0.0
2021-09-20,232.88,247.08,231.54,240.76,108466578,0,0.0
2021-09-21,145.05,155.46,139.58,140.43,76065507,0,0.0
2021-09-22,353.14,360.85,348.72,354.24,53778801,0,0.0
2021-09-23,287.52,296.98,273.01,289.18,87070778,0,0.0
2021-09-24,247.27,260.37,238.68,253.38,110098666,0,0.0
2021-09-27,391.91,400.68,386.37,391.71,29390554,2,0.0
2021-09-28,153.36,154.3,144.44,153.73,22595853,0,0.0
2021-09-29,267.79,281.79,265.27,268.03,115331896,0,0.0
2021-09-30,123.41,133.91,116.47,125.2,106537041,0,0.0
2021-10-01,260.6,270.91,251.02,264.76,83015259,0,0.0
2021-10-04,136.89,140.52,129.3,137.12,79750075,0,0.0
2021-10-05,155.65,165.7,149.32,159.94,31188828,0,0.0
2021-10-06,155.26,161.47,140.35,146.16,94325711,0,0.0
2021-10-07,314.76,324.7,301.5,305.12,23288515,0,0.0
2021-10-08,343.81,345.86,334.27,341.64,103691108,0,0.0
2021-10-11,295.01,305.05,286.25,297.52,92805072,0,0.0
2021-10-12,408.65,423.64,399.15,403.54,116633574,0,0.0
2021-10-13,232.46,233.66,229.04,232.3,23884527,0,0.0
2021-10-14,205.71,220.38,199.48,208.99,43447661,0,0.0
2021-10-15,380.58,386.98,379.51,384.5,37048729,0,0.0
2021-10-18,187.08,200.21,179.68,196.87,20005231,0,0.0
2021-10-19,408.97,420.81,400.6,404.03,118611430,0,0.0
2021-10-20,123.65,132.37,119.85,120.09,25698216,0,0.0
2021-10-21,410.96,422.17,396.48,416.5,83456067,0,0.0
2021-10-22,132.95,146.19,119.26,135.68,71998429,0,0.0
2021-10-25,387.34,393.7,376.37,388.49,90964061,0,0.0
2021-10-26,278.31,283.55,270.08,281.37,25781973,3,0.0
2021-10-27,417.89,428.07,404.78,423.48,49741450,0,0.0
2021-10-28,142.14,154.35,139.75,153.78,58635777,0,0.0
2021-10-29,286.16,297.71,274.2,286.8,36874795,0,0.0
2021-11-01,410.79,422.86,408.48,415.5,55966411,0,0.0
2021-11-02,276.93,283.75,264.91,272.48,84376221,0,0.0
2021-11-03,308.82,321.18,304.32,306.91,83908835,0,0.0
2021-11-04,328.72,330.96,315.5,324.35,24532945,0,0.0
2021-11-05,256.36,264.76,242.17,248.43,48059070,0,0.0
2021-11-08,308.27,308.85,305.61,308.6,29517702,0,0.0
2021-11-09,295.29,300.5,288.08,295.32,110525116,0,0.0
2021-11-10,390.35,396.16,375.63,387.8,60525374,0,0.0
2021-11-11,133.63,139.87,126.12,131.0,15573881,0,0.0
2021-11-12,204.29,214.87,191.27,192.5,96602393,0,0.0
2021-11-15,405.12,411.25,396.08,396.56,24407062,0,0.0
2021-11-16,387.08,394.09,381.14,386.62,71628313,0,0.0
2021-11-17,256.7,260.64,252.06,252.79,104779948,0,0.0
2021-11-18,306.04,311.95,302.59,308.27,97188677,0,0.0
2021-11-19,203.21,207.01,191.66,205.18,29242373,0,0.0
2021-11-22,176.44,178.0,170.34,177.1,56163819,0,0.0
2021-11-23,259.11,268.36,251.2,262.51,53807239,0,0.0
2021-11-24,226.01,236.2,218.37,222.14,102764631,0,0.0
2021-11-25,295.1,304.58,286.23,302.07,18301394,0,0.0
2021-11-26,143.32,150.54,130.27,148.23,84936228,0,0.0
2021-11-29,412.32,418.33,397.6,401.68,85463377,0,0.0
2021-11-30,415.86,428.88,409.45,423.78,92933150,0,0.0
2021-12-01,329.45,337.48,316.95,322.83,60069853,0,0.0
2021-12-02,280.83,288.28,269.24,284.52,83722424,0,0.0
2021-12-03,212.86,213.73,204.04,213.7,101179753,0,0.0
2021-12-06,364.14,369.59,349.78,350.37,68807136,0,0.0
2021-12-07,325.42,331.43,322.01,330.46,118684041,0,0.0
2021-12-08,168.79,175.07,166.71,171.92,35080139,0,0.0
2021-12-09,393.28,402.19,380.4,401.61,70975541,0,0.0
2021-12-10,366.76,375.0,359.89,366.92,118859037,0,0.0
2021-12-13,404.94,414.25,392.16,410.88,109773402,0,0.0
2021-12-14,337.72,349.31,324.27,325.83,74147144,0,0.0
2021-12-15,304.02,316.31,302.61,307.2,116499284,0,0.0
2021-12-16,245.47,256.38,232.16,233.78,70436107,0,0.0
2021-12-17,399.82,414.18,392.82,413.65,23103670,0,0.0
2021-12-20,379.82,380.58,371.92,378.99,49104860,0,0.0
2021-12-21,133.57,136.91,123.98,135.0,33866922,0,0.0
2021-12-22,127.91,128.52,113.98,127.62,45836413,0,0.0
2021-12-23,232.94,242.83,232.16,233.07,48467508,0,0.0
2021-12-24,363.17,376.69,355.76,363.83,25117390,0,0.0
2021-12-27,416.18,420.21,405.71,406.74,86414529,0,0.0
2021-12-28,165.13,179.07,154.15,159.4,96417907,0,0.0
2021-12-29,298.24,299.61,287.7,290.43,118552486,0,0.0
2021-12-30,234.27,248.32,231.82,239.56,40562996,0,0.0
2021-12-31,410.97,416.57,406.13,408.93,112534123,0,0.0
2022-01-03,372.64,374.61,366.94,367.71,115138933,0,0.0
2022-01-04,371.5,379.05,359.34,362.64,24003281,0,0.0
2022-01-05,260.61,264.83,256.07,257.36,39529154,0,0.0
2022-01-06,244.45,249.08,240.89,248.86,22660678,0,0.0
2022-01-07,202.02,206.98,187.64,202.32,108765329,3,0.0
2022-01-10,136.91,149.05,136.28,148.64,50284715,0,0.0
2022-01-11,379.42,387.74,364.45,374.69,24142693,0,0.0
2022-01-12,363.87,368.88,353.56,357.82,36807008,0,0.0
2022-01-13,419.92,429.27,407.41,424.86,113236779,0,0.0
2022-01-14,418.99,429.87,414.22,419.33,88498554,0,0.0
2022-01-17,286.63,291.08,285.92,287.46,55320606,0,0.0
2022-01-18,350.7,357.2,339.5,343.62,49306425,0,0.0
2022-01-19,403.43,405.7,390.83,392.76,30678986,2,0.0
2022-01-20,374.89,378.02,363.65,367.34,74445827,0,0.0
2022-01-21,194.2,204.58,191.63,196.23,66159930,0,0.0
2022-01-24,255.16,258.29,243.74,253.55,77155971,0,0.0
2022-01-25,158.75,166.86,147.1,148.34,55170352,0,0.0
2022-01-26,406.22,417.0,396.17,400.55,30234145,0,0.0
2022-01-27,301.85,303.9,290.24,301.29,94600220,0,0.0
2022-01-28,188.59,197.32,175.82,178.98,39090583,0,0.0
2022-01-31,321.51,325.73,312.11,316.78,115661269,0,0.0
2022-02-01,305.44,319.9,303.66,317.7,72691307,0,0.0
2022-02-02,227.45,234.96,219.88,222.22,42740293,0,0.0
2022-02-03,154.07,166.26,152.44,153.58,28552664,0,0.0
2022-02-04,321.47,329.95,315.06,322.27,48872374,0,0.0
2022-02-07,276.09,277.22,269.69,271.97,35671672,1,0.0
2022-02-08,351.7,361.38,350.24,356.52,77565460,0,0.0
2022-02-09,276.05,290.35,270.49,286.45,48891894,0,0.0
2022-02-10,375.65,384.87,373.54,375.09,102814287,0,0.0
2022-02-11,285.57,297.95,273.35,287.64,111819038,0,0.0
2022-02-14,288.28,301.6,274.04,287.97,57364813,0,0.0
2022-02-15,383.0,386.81,381.45,382.22,50985062,0,0.0
2022-02-16,241.04,244.61,226.69,237.87,63702875,0,0.0
2022-02-17,160.2,169.56,152.12,156.89,53117599,0,0.0
2022-02-18,128.63,135.09,123.79,129.3,22463131,0,0.0
2022-02-21,346.54,359.22,344.93,346.11,76550770,0,0.0
2022-02-22,306.09,319.64,298.33,308.12,17795126,3,0.0
2022-02-23,331.22,336.84,319.2,324.61,56169328,0,0.0
2022-02-24,183.89,187.82,173.14,185.21,54117064,0,0.0
2022-02-25,160.91,172.73,159.68,160.42,105284985,0,0.0
2022-02-28,124.36,128.84,122.8,125.33,45535317,0,0.0
2022-03-01,225.18,237.61,218.84,227.44,68059012,0,0.0
2022-03-02,296.98,303.62,292.2,300.48,60566678,0,0.0
2022-03-03,237.67,247.85,233.8,241.87,42883716,0,0.0
2022-03-04,251.24,253.13,246.67,250.98,73807849,0,0.0
2022-03-07,391.25,400.8,379.1,395.96,24079860,0,0.0
2022-03-08,224.48,231.53,210.51,228.63,115508127,0,0.0
2022-03-09,274.2,283.21,267.83,272.66,49456905,0,0.0
2022-03-10,355.1,358.04,341.46,350.38,65457850,0,0.0
2022-03-11,238.96,250.14,233.8,247.53,59117798,0,0.0
2022-03-14,306.63,319.64,299.22,319.42,90616014,0,0.0
2022-03-15,378.71,382.35,374.93,381.53,16417158,0,0.0
2022-03-16,404.86,406.75,395.07,399.41,33613148,0,0.0
2022-03-17,164.12,164.96,149.42,152.45,68004410,0,0.0
2022-03-18,397.98,407.79,388.73,398.06,45566254,0,0.0
2022-03-21,267.63,276.93,261.94,273.06,92141378,0,0.0
2022-03-22,197.47,205.9,187.58,196.6,116118729,0,0.0
2022-03-23,257.74,261.6,255.46,258.43,78539547,0,0.0
2022-03-24,414.01,420.18,400.62,417.02,65281422,0,0.0
2022-03-25,267.79,276.91,260.0,266.11,33292770,0,0.0
2022-03-28,218.63,226.33,211.61,224.27,100470725,0,0.0
2022-03-29,310.02,324.84,301.02,310.71,58390347,0,0.0
2022-03-30,192.04,194.52,182.48,186.43,112897070,0,0.0
2022-03-31,142.76,153.34,141.22,146.72,62484197,0,0.0
2022-04-01,158.66,165.02,148.26,161.04,65283084,0,0.0
2022-04-04,158.41,165.12,154.4,155.75,79060764,0,0.0
2022-04-05,165.57,176.48,154.72,158.99,77467218,0,0.0
2022-04-06,161.65,172.19,149.22,171.07,51785218,0,0.0
2022-04-07,312.26,327.13,300.1,304.84,48432455,0,0.0
2022-04-08,174.56,176.92,166.05,172.22,103562183,0,0.0
2022-04-11,223.7,225.71,215.66,221.48,43616825,0,0.0
2022-04-12,389.04,400.04,386.47,393.11,102302483,0,0.0
2022-04-13,262.19,271.08,250.45,263.75,39416430,0,0.0
2022-04-14,320.27,324.75,315.83,317.88,39467331,0,0.0
2022-04-15,171.7,173.35,164.0,169.17,46499954,0,0.0
2022-04-18,177.69,179.43,173.07,175.44,52175852,0,0.0
2022-04-19,132.26,145.73,129.82,140.35,109663815,0,0.0
2022-04-20,170.68,173.96,161.05,162.87,63815958,0,0.0
2022-04-21,203.58,208.77,202.29,205.99,102829519,0,0.0
2022-04-22,173.1,176.89,161.74,164.55,30111500,0,0.0
2022-04-25,146.61,152.26,141.5,144.5,28028847,0,0.0
2022-04-26,156.19,157.7,155.69,156.13,76597704,0,0.0
2022-04-27,258.23,266.26,250.32,253.23,49806093,0,0.0
2022-04-28,181.9,183.38,180.72,182.92,110739212,0,0.0
2022-04-29,229.28,241.39,224.78,229.53,100000180,0,0.0
2022-05-02,271.03,274.92,260.28,273.85,89925048,0,0.0
2022-05-03,327.12,335.45,325.71,335.16,63503110,0,0.0
2022-05-04,131.79,145.05,119.12,133.93,33286606,0,0.0
2022-05-05,359.82,369.76,359.26,360.76,70043685,0,0.0
2022-05-06,308.37,316.6,304.29,308.9,57258657,0,0.0
2022-05-09,144.53,149.73,133.29,146.4,58036055,0,0.0
2022-05-10,382.07,387.4,376.98,380.81,103356836,0,0.0
2022-05-11,396.26,406.47,394.28,395.34,73811819,0,0.0
2022-05-12,138.32,153.24,132.6,144.09,76569024,0,0.0
2022-05-13,203.06,213.16,198.64,210.91,91843273,0,0.0
2022-05-16,361.86,370.45,349.14,366.1,51382186,0,0.0
2022-05-17,344.48,355.57,339.44,342.26,87062663,0,0.0
2022-05-18,175.36,182.61,163.42,176.33,80981367,3,0.0
2022-05-19,182.8,184.17,169.37,172.63,75411248,0,0.0
2022-05-20,231.14,239.79,224.35,227.72,78082456,0,0.0
2022-05-23,265.36,279.75,251.67,276.21,73570763,0,0.0
2022-05-24,305.48,308.52,299.51,301.76,80633624,0,0.0
2022-05-25,230.67,241.18,216.19,222.77,23351184,0,0.0
2022-05-26,258.76,262.17,256.97,256.97,80431227,0,0.0
2022-05-27,344.24,352.51,333.78,350.09,44025773,0,0.0
2022-05-30,131.0,132.9,123.34,130.92,94721839,0,0.0
2022-05-31,195.73,202.76,189.61,197.86,119402765,0,0.0
2022-06-01,334.0,345.46,324.33,340.18,57197411,0,0.0
2022-06-02,388.56,394.1,377.85,380.32,76803384,0,0.0
2022-06-03,273.5,283.64,272.94,277.84,104143466,0,0.0
2022-06-06,279.63,291.66,276.71,281.96,28856901,0,0.0
2022-06-07,152.15,166.09,141.31,143.63,58105220,0,0.0
2022-06-08,254.22,258.12,244.06,250.89,64309098,0,0.0
2022-06-09,279.79,286.08,265.28,284.43,82529752,0,0.0
2022-06-10,192.74,195.45,181.2,181.77,90404817,0,0.0
2022-06-13,200.77,215.66,186.48,194.98,108637821,0,0.0
2022-06-14,233.19,247.13,222.5,227.61,45663820,1,0.0
2022-06-15,126.02,134.35,121.2,124.33,115853581,0,0.0
2022-06-16,216.62,229.33,214.59,227.98,34973915,0,0.0
2022-06-17,183.43,191.48,171.59,180.9,76237905,0,0.0
2022-06-20,218.25,227.79,208.41,217.45,84319994,0,0.0
2022-06-21,155.93,157.72,154.73,157.0,32984955,0,0.0
2022-06-22,387.16,398.61,381.44,384.09,73508606,0,0.0
2022-06-23,298.08,300.43,283.71,291.86,75921272,0,0.0
2022-06-24,323.73,336.21,315.97,324.67,118791707,0,0.0
2022-06-27,356.75,368.59,349.98,361.09,87239282,0,0.0
2022-06-28,269.53,280.31,262.39,280.3,95086071,0,0.0
2022-06-29,146.08,147.1,142.55,146.05,34494042,0,0.0
2022-06-30,281.13,286.03,275.28,279.56,83597407,0,0.0
2022-07-01,296.05,300.37,290.19,298.61,104739374,0,0.0
2022-07-04,343.63,349.35,342.37,343.56,46905928,0,0.0
2022-07-05,249.5,251.27,237.87,238.28,54483623,0,0.0
2022-07-06,158.27,172.36,151.73,155.95,118100883,0,0.0
2022-07-07,205.13,213.66,192.71,199.84,88525979,0,0.0
2022-07-08,228.92,233.85,216.09,225.16,113232800,0,0.0
2022-07-11,313.78,320.04,310.21,316.26,110427651,0,0.0
2022-07-12,291.23,298.21,281.2,296.69,104473837,0,0.0
2022-07-13,226.83,236.04,219.48,227.92,99997368,0,0.0
2022-07-14,415.95,423.93,402.69,413.34,35075489,0,0.0
2022-07-15,301.73,315.56,298.1,298.98,58714543,0,0.0
2022-07-18,191.17,198.88,180.84,181.47,97551106,0,0.0
2022-07-19,150.53,165.42,141.22,154.56,39093575,0,0.0
2022-07-20,165.86,178.71,161.08,168.81,94947269,0,0.0
2022-07-21,193.79,197.31,191.31,196.35,57547151,0,0.0
2022-07-22,168.2,182.19,158.25,162.1,27299695,0,0.0
2022-07-25,175.97,178.16,164.76,165.09,105209766,0,0.0
2022-07-26,205.53,217.88,200.45,208.28,92941341,0,0.0
2022-07-27,172.01,178.03,162.16,165.93,108022636,0,0.0
2022-07-28,389.03,402.26,382.8,383.77,93056716,2,0.0
2022-07-29,144.07,157.16,133.23,150.57,71925892,0,0.0
2022-08-01,277.35,289.54,273.96,275.7,28811224,0,0.0
2022-08-02,243.12,255.08,229.71,245.14,99717715,0,0.0
2022-08-03,414.71,419.63,410.04,412.74,112846389,0,0.0
2022-08-04,153.61,155.28,147.78,149.08,117130513,0,0.0
2022-08-05,239.36,245.7,238.02,240.94,84853550,0,0.0
2022-08-08,410.84,413.86,408.72,412.84,102116625,0,0.0
2022-08-09,379.65,390.23,371.67,378.95,106464769,0,0.0
2022-08-10,365.12,370.64,360.74,368.17,82340278,0,0.0
2022-08-11,197.37,212.02,184.76,188.18,94948588,0,0.0
2022-08-12,171.27,181.06,170.56,178.67,42229553,0,0.0
2022-08-15,320.59,333.02,314.59,318.96,98693742,0,0.0
2022-08-16,398.81,401.23,393.42,398.71,84510974,0,0.0
2022-08-17,287.03,300.03,286.25,294.05,16643083,0,0.0
2022-08-18,291.48,305.36,289.18,304.21,58958766,0,0.0
2022-08-19,203.99,211.55,197.49,202.94,26791470,0,0.0
2022-08-22,350.85,360.14,343.2,344.32,41576632,0,0.0
2022-08-23,176.11,187.7,169.75,170.09,111456118,0,0.0
2022-08-24,217.1,220.14,208.9,218.19,20050058,0,0.0
2022-08-25,247.63,255.42,238.5,247.38,15021650,0,0.0
2022-08-26,272.28,278.56,271.64,277.0,117068258,0,0.0
2022-08-29,192.72,195.34,185.49,187.8,68355494,0,0.0
2022-08-30,154.45,160.28,139.98,146.99,109147892,0,0.0
2022-08-31,303.19,304.68,295.16,295.45,118576589,0,0.0
2022-09-01,206.59,207.46,196.27,207.03,92836661,0,0.0
2022-09-02,294.37,296.83,289.35,294.35,64363500,0,0.0
2022-09-05,166.31,180.78,154.59,179.03,40372075,0,0.0
2022-09-06,264.34,272.81,252.63,257.99,105711767,0,0.0
2022-09-07,279.78,294.28,271.72,285.51,119507624,0,3.0
2022-09-08,135.55,142.32,120.9,135.43,39556224,0,0.0
2022-09-09,220.98,226.0,218.66,220.99,29701106,0,0.0
2022-09-12,160.32,168.16,159.57,166.86,104906090,0,0.0
2022-09-13,139.01,145.88,127.34,144.9,55676214,0,0.0
2022-09-14,416.99,419.02,404.79,417.38,94567573,0,0.0
2022-09-15,216.71,226.5,214.47,223.36,86622071,0,0.0
2022-09-16,362.96,366.59,358.61,360.82,91914165,0,0.0
2022-09-19,196.39,205.87,195.64,198.52,46239442,0,0.0
2022-09-20,324.45,334.38,319.7,333.84,108169489,0,0.0
2022-09-21,348.07,350.77,336.36,336.51,67056502,0,0.0
2022-09-22,298.69,300.08,290.68,297.41,112283803,0,0.0
2022-09-23,261.47,273.29,255.92,268.19,74103067,0,0.0
2022-09-26,243.55,250.72,237.66,245.79,70027643,0,0.0
2022-09-27,224.66,226.0,224.14,225.98,83117178,0,0.0
2022-09-28,398.86,413.79,394.01,400.18,101379410,0,0.0
2022-09-29,369.19,370.53,359.32,363.13,108992475,0,0.0
2022-09-30,409.51,420.09,394.88,396.87,113421626,0,0.0
2022-10-03,157.29,172.05,144.51,156.7,38507635,0,0.0
2022-10-04,339.26,343.23,338.42,339.68,112380604,0,0.0
2022-10-05,401.5,404.06,387.97,393.5,99597796,0,0.0
2022-10-06,174.37,176.63,162.51,174.29,34544473,0,0.0
2022-10-07,139.95,144.85,128.13,143.77,80017442,0,0.0
2022-10-10,342.34,344.31,335.2,336.89,79370273,0,0.0
2022-10-11,292.34,302.88,286.07,292.33,56096674,0,0.0
2022-10-12,372.55,373.95,367.66,373.5,110110311,0,0.0
2022-10-13,161.93,169.82,160.48,161.06,89467919,0,0.0
2022-10-14,358.58,373.53,354.77,356.5,98800357,0,0.0
2022-10-17,180.49,192.79,176.41,179.08,99231510,0,0.0
2022-10-18,169.1,178.52,161.58,171.66,40994235,0,0.0
2022-10-19,169.28,174.22,157.94,160.39,58883023,0,0.0
2022-10-20,364.37,373.92,357.0,373.38,48511963,0,0.0
2022-10-21,319.56,327.7,318.22,322.45,97489327,0,0.0
2022-10-24,276.92,283.6,262.53,273.1,96260962,0,0.0
2022-10-25,227.65,230.05,213.48,217.57,105198459,0,0.0
2022-10-26,383.16,396.52,371.27,383.16,49401837,0,0.0
2022-10-27,237.73,244.75,222.86,237.35,62582023,0,0.0
2022-10-28,364.98,368.3,356.59,365.39,25680555,0,0.0
2022-10-31,251.74,257.57,237.28,252.58,64063350,0,0.0
2022-11-01,233.08,239.58,231.48,236.16,65565110,0,0.0
2022-11-02,258.8,271.3,253.0,269.55,54897301,0,0.0
2022-11-03,210.41,221.55,206.64,218.83,34763284,0,0.0
2022-11-04,344.28,355.93,340.94,352.29,18401447,0,0.0
2022-11-07,270.82,271.48,268.28,268.46,26038804,0,0.0
2022-11-08,189.66,196.19,180.14,180.25,112851288,0,0.0
2022-11-09,389.87,397.35,378.04,382.14,27176872,0,0.0
2022-11-10,235.17,235.95,226.28,232.7,104401408,0,0.0
2022-11-11,283.07,287.34,280.44,283.28,60643397,0,0.0
2022-11-14,391.94,403.46,379.68,389.25,65205334,0,0.0
2022-11-15,307.27,309.76,297.55,308.35,107684914,0,0.0
2022-11-16,155.07,163.33,148.94,161.83,70701567,0,0.0
2022-11-17,401.95,405.57,391.68,404.31,67096342,0,0.0
2022-11-18,308.31,308.99,304.04,305.59,79650154,0,0.0
2022-11-21,220.47,224.47,214.96,221.53,71803178,0,0.0
2022-11-22,161.78,176.43,147.98,155.71,67138902,0,0.0
2022-11-23,358.21,370.33,353.5,356.71,75392605,0,0.0
2022-11-24,306.02,320.43,298.71,302.72,20002828,0,0.0
2022-11-25,280.04,287.61,266.63,273.81,15131562,0,0.0
2022-11-28,388.17,390.26,377.41,382.93,41218129,0,0.0
2022-11-29,356.58,365.03,355.18,363.36,71235862,0,0.0
2022-11-30,165.5,172.59,162.86,164.03,37367456,0,0.0
2022-12-01,213.52,226.26,212.91,222.72,27841272,0,0.0
2022-12-02,194.55,196.47,184.9,191.05,63593510,0,0.0
2022-12-05,343.18,350.76,336.19,340.39,110441814,0,0.0
2022-12-06,130.06,132.74,127.61,130.14,25782554,0,0.0
2022-12-07,290.97,296.18,276.58,282.46,48444652,0,0.0
2022-12-08,348.74,359.93,340.56,352.11,40136043,0,0.0
2022-12-09,383.03,390.43,379.02,383.97,112097169,0,0.0
2022-12-12,222.62,228.57,214.86,217.11,43576855,0,0.0
2022-12-13,366.38,372.6,356.03,357.96,116023602,0,0.0
2022-12-14,153.19,160.35,151.58,156.37,79419118,0,0.0
2022-12-15,373.94,385.82,369.46,384.22,34501490,0,0.0
2022-12-16,158.25,171.69,146.05,154.87,62596201,0,0.0
2022-12-19,239.19,253.54,232.02,247.79,33371718,0,0.0
2022-12-20,359.19,371.1,350.76,364.16,66819951,0,0.0
2022-12-21,164.98,170.05,158.2,169.24,20982547,0,0.0
2022-12-22,188.78,199.26,187.64,197.18,65850138,0,0.0
2022-12-23,336.68,343.53,333.78,339.3,62942277,0,0.0
2022-12-26,336.01,340.2,329.05,336.38,92571418,0,0.0
2022-12-27,312.34,325.03,308.81,323.38,47010888,0,0.0
2022-12-28,328.18,329.24,326.96,327.87,36006444,0,0.0
2022-12-29,282.82,296.4,270.09,278.69,41427192,0,0.0
2022-12-30,195.54,202.73,180.81,181.05,79397086,0,0.0
2023-01-02,223.71,233.45,211.71,229.68,50457556,0,0.0
2023-01-03,174.48,184.54,161.6,179.97,84901401,0,0.0
2023-01-04,392.54,406.02,388.53,390.36,71586535,0,0.0
2023-01-05,295.02,304.75,280.59,294.53,85256751,0,0.0
2023-01-06,240.26,249.66,236.9,242.82,38641900,0,0.0
2023-01-09,258.6,260.07,244.3,246.17,98441228,0,0.0
2023-01-10,404.19,412.21,389.27,411.76,28053104,0,0.0
2023-01-11,166.01,168.69,155.19,158.09,50141974,0,0.0
2023-01-12,295.87,307.06,281.14,282.88,35639379,0,0.0
2023-01-13,271.77,279.7,263.01,272.94,63674916,0,0.0
2023-01-16,303.44,313.8,299.18,309.98,39522485,0,0.0
2023-01-17,125.43,126.53,118.59,118.85,70188084,0,0.0
2023-01-18,381.64,383.37,372.53,379.67,38834000,0,0.0
2023-01-19,399.64,410.53,398.08,404.71,42992091,0,0.0
2023-01-20,289.54,291.09,280.02,281.16,73874792,0,0.0
2023-01-23,329.0,330.53,314.27,317.08,44783576,0,0.0
2023-01-24,396.75,397.43,393.49,395.73,43110905,0,0.0
2023-01-25,332.17,346.54,320.18,327.99,42764209,2,0.0
2023-01-26,165.76,176.95,152.1,175.42,54788840,0,0.0
2023-01-27,292.89,298.51,278.71,294.92,22581002,0,0.0
2023-01-30,302.01,306.81,287.59,306.49,33794744,0,0.0
2023-01-31,247.24,252.81,239.18,242.72,117341628,0,0.0
2023-02-01,340.93,352.66,326.26,351.86,83110885,0,0.0
2023-02-02,400.31,410.4,388.83,398.13,117848428,0,0.0
2023-02-03,397.67,400.86,394.83,396.93,41584138,0,0.0
2023-02-06,255.25,258.27,247.83,248.36,110897229,0,0.0
2023-02-07,153.97,155.9,143.05,143.73,61926657,0,0.0
2023-02-08,415.45,425.52,411.36,421.16,32069223,0,0.0
2023-02-09,371.67,383.25,361.88,371.67,30446786,0,0.0
2023-02-10,157.4,161.74,147.23,150.52,92993462,0,0.0
2023-02-13,396.25,397.05,393.39,395.64,63750452,0,0.0
2023-02-14,380.97,382.66,372.28,374.9,27453218,0,0.0
2023-02-15,275.65,290.18,263.96,279.11,17928785,0,0.0
2023-02-16,297.38,302.16,289.65,294.14,97814192,0,0.0
2023-02-17,239.7,251.35,239.02,249.17,91867443,0,0.0
2023-02-20,136.43,145.99,135.8,144.16,19791164,0,0.0
2023-02-21,220.56,226.6,214.88,220.47,16612119,0,0.0
2023-02-22,360.86,364.34,346.93,353.04,106813612,0,0.0
2023-02-23,121.39,123.65,117.57,119.77,30516706,0,0.0
2023-02-24,220.05,229.47,210.35,225.76,107662461,0,0.0
2023-02-27,239.45,251.18,235.73,240.8,88385984,0,0.0
2023-02-28,281.22,291.06,276.06,279.2,52771235,0,0.0
2023-03-01,395.96,404.15,383.16,384.94,111913836,0,0.0
2023-03-02,223.9,225.01,212.83,218.51,91943867,0,0.0
2023-03-03,224.09,238.63,222.21,230.13,77779882,0,0.0
2023-03-06,341.25,353.33,334.53,350.34,82252568,0,0.0
2023-03-07,255.67,260.42,254.75,256.0,30366031,0,0.0
2023-03-08,187.38,202.09,179.91,188.36,28723361,0,0.0
2023-03-09,255.73,264.96,245.62,261.25,23454364,0,0.0
2023-03-10,162.26,171.21,160.04,169.24,115602578,0,0.0
2023-03-13,172.92,184.27,168.23,174.4,91864536,0,0.0
2023-03-14,269.51,281.78,263.24,271.75,77266549,0,0.0
2023-03-15,245.68,255.7,231.85,239.08,44169138,0,0.0
2023-03-16,394.45,396.81,379.55,395.65,39669000,0,0.0
2023-03-17,228.72,234.12,227.57,228.35,56330304,0,0.0
2023-03-20,294.18,308.14,282.65,306.45,79085033,0,0.0
2023-03-21,309.68,313.44,303.79,310.39,50951072,3,0.0
2023-03-22,123.93,129.83,117.74,124.17,95735137,0,0.0
2023-03-23,319.06,325.83,307.62,308.21,62865579,0,0.0
2023-03-24,173.41,180.28,159.59,169.43,55549223,0,0.0
2023-03-27,408.32,417.71,394.03,403.69,56801105,0,0.0
2023-03-28,164.6,178.77,155.73,159.44,117580092,0,0.0
